,Medicine Name,Uses,Side_effects
1229,Aerocort Forte Rotacap,Asthma,Hoarseness of voice Headache Dizziness Pharyngitis Vomiting Bronchitis inflammation of the airways Dryness in mouth Cough Application site irritation Nausea Gastrointestinal motility disorder Thrush Throat irritation
1230,Ascovent -SR Tablet,Asthma,Vomiting Abdominal pain Drowsiness Heartburn Increased white blood cell count Loss of appetite Rash Itching Constipation Diarrhea Abdominal discomfort Abdominal distension Esophageal bleeding Red spots or bumps Breathing problems High white blood cell count Nasal inflammation
1231,Asthalin 2 Tablet,Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,Tremors Headache Palpitations Increased heart rate Muscle cramp Nervousness
1232,Albutamol Neo Syrup,Asthma,Nausea Vomiting Restlessness Tremors Headache Palpitations Muscle cramp Increased heart rate
1233,Asthalin Rotacaps,Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,Tremors Headache Palpitations Increased heart rate Muscle cramp Respiratory tract inflammation Respiratory tract infection Cough
1234,Ambrodil-XP Syrup,Asthma,Vomiting Abdominal pain Drowsiness Heartburn Increased white blood cell count Loss of appetite Rash Itching Constipation Diarrhea Abdominal discomfort Abdominal distension Esophageal bleeding Red spots or bumps Breathing problems High white blood cell count Nasal inflammation
1235,Arophyll HD 10mg/120mg/200mg Tablet,Asthma,Nausea Vomiting Diarrhea Rash Increased white blood cell count Increased transaminase level in blood Upper respiratory tract infection Constipation Abdominal discomfort Abdominal distension Heartburn Loss of appetite Esophageal bleeding Nasal inflammation
1236,Abmac Tablet,Asthma,Nausea Vomiting Stomach pain Diarrhea Dryness in mouth Flu like symptoms Skin rash Fatigue Headache Rash Hives Itching Drowsiness Breathing problems Increased white blood cell count
1237,Ascovent 100mg Capsule,Asthma,Vomiting Abdominal pain Drowsiness Heartburn Increased white blood cell count Loss of appetite Rash Itching Constipation Diarrhea Abdominal discomfort Abdominal distension Esophageal bleeding Red spots or bumps Breathing problems High white blood cell count Nasal inflammation
1238,Abrophyll-DM Tablet,Asthma,Nausea Vomiting Stomach pain Diarrhea Dryness in mouth Flu like symptoms Skin rash Fatigue Headache Rash Hives Itching Drowsiness Breathing problems Increased white blood cell count
1239,Asthagrip DM Tablet,Asthma,Nausea Vomiting Stomach pain Diarrhea Dryness in mouth Flu like symptoms Skin rash Fatigue Headache Rash Hives Itching Drowsiness Breathing problems Increased white blood cell count
1240,Arophyll-SR 200 Tablet,Asthma,Vomiting Abdominal pain Drowsiness Heartburn Increased white blood cell count Loss of appetite Rash Itching Constipation Diarrhea Abdominal discomfort Abdominal distension Esophageal bleeding Red spots or bumps Breathing problems High white blood cell count Nasal inflammation
1241,Alatro Tablet,Asthma,Gastrointestinal disturbance Headache Palpitations Drowsiness Hepatitis viral infection of liver Hypersensitivity Increased liver enzymes
1242,Budecort 0.5mg Respules 2ml,Asthma,Difficulty in swallowing Fungal infection of mouth Fungal infection of oropharynx Headache Abdominal pain Depression Joint pain Cushing syndrome Dyspepsia Increased risk of infection Muscle pain Muscle weakness Muscle twitching Osteoporosis Irritability Euphoria feeling of intense excitement and happiness
1243,Budecort 200 Inhaler,Asthma,Difficulty in swallowing Fungal infection of mouth Fungal infection of oropharynx Headache Abdominal pain Depression Joint pain Cushing syndrome Dyspepsia Increased risk of infection Muscle pain Muscle weakness Muscle twitching Osteoporosis Irritability Euphoria feeling of intense excitement and happiness
1244,Budecort 100 Inhaler,Asthma,Difficulty in swallowing Fungal infection of mouth Fungal infection of oropharynx Headache Abdominal pain Depression Joint pain Cushing syndrome Dyspepsia Increased risk of infection Muscle pain Muscle weakness Muscle twitching Osteoporosis Irritability Euphoria feeling of intense excitement and happiness
1245,Budecort 1mg Respules 2 ml,Asthma,Difficulty in swallowing Fungal infection of mouth Fungal infection of oropharynx Headache Abdominal pain Depression Joint pain Cushing syndrome Dyspepsia Increased risk of infection Muscle pain Muscle weakness Muscle twitching Osteoporosis Irritability Euphoria feeling of intense excitement and happiness
1246,Budate Transpules,Asthma,Difficulty in swallowing Fungal infection of mouth Fungal infection of oropharynx Headache Abdominal pain Depression Joint pain Cushing syndrome Dyspepsia Increased risk of infection Muscle pain Muscle weakness Muscle twitching Osteoporosis Irritability Euphoria feeling of intense excitement and happiness
1247,Budate 200 Transhaler,Asthma,Difficulty in swallowing Fungal infection of mouth Fungal infection of oropharynx Headache Abdominal pain Depression Joint pain Cushing syndrome Dyspepsia Increased risk of infection Muscle pain Muscle weakness Muscle twitching Osteoporosis Irritability Euphoria feeling of intense excitement and happiness
1248,Beclate 200 Rotacaps,Asthma,Throat irritation Sore tongue Hoarseness of voice Thrush Pharyngitis Abnormal taste Nasopharyngeal irritation Application site irritation Application site burning
1249,Budeste 0.5mg Respules 2ml,Asthma,Difficulty in swallowing Fungal infection of mouth Fungal infection of oropharynx Headache Abdominal pain Depression Joint pain Cushing syndrome Dyspepsia Increased risk of infection Muscle pain Muscle weakness Muscle twitching Osteoporosis Irritability Euphoria feeling of intense excitement and happiness
1250,Doxiflo-M Tablet SR,Treatment and prevention of Asthma,Nausea Vomiting Headache Abdominal pain Diarrhea Upper respiratory tract infection Rash Fever Epigastric pain Tachycardia Extrasystoles Increased respiratory rate Pharyngitis Cough Increased liver enzymes Otitis media infection of ear Influenza Runny nose Sinus inflammation
1251,Deriphyllin S 231mg/69mg/4mg Tablet PR,Asthma,Vomiting Headache Palpitations Nausea Restlessness Muscle cramp Tremors Stomach discomfort
1252,Derisone L Forte Respicap,Asthma,Hoarseness of voice Headache Dizziness Pharyngitis Vomiting Bronchitis inflammation of the airways Dryness in mouth Cough Application site irritation Nausea Gastrointestinal motility disorder Thrush Throat irritation
1253,Derinide 200 Inhaler CFC Free,Asthma,Difficulty in swallowing Fungal infection of mouth Fungal infection of oropharynx Headache Abdominal pain Depression Joint pain Cushing syndrome Dyspepsia Increased risk of infection Muscle pain Muscle weakness Muscle twitching Osteoporosis Irritability Euphoria feeling of intense excitement and happiness
1254,Derisone L Respicap,Asthma,Hoarseness of voice Headache Dizziness Pharyngitis Vomiting Bronchitis inflammation of the airways Dryness in mouth Cough Application site irritation Nausea Gastrointestinal motility disorder Thrush Throat irritation
1255,Derinide 0.5mg Respules 2ml,Asthma,Difficulty in swallowing Fungal infection of mouth Fungal infection of oropharynx Headache Abdominal pain Depression Joint pain Cushing syndrome Dyspepsia Increased risk of infection Muscle pain Muscle weakness Muscle twitching Osteoporosis Irritability Euphoria feeling of intense excitement and happiness
1256,Diproliv Lotion,Asthma,Hoarseness of voice Thrush Pharyngitis Abnormal taste Nasopharyngeal irritation Application site irritation Application site burning
1257,Ebmont FX3 Tablet,Asthma,Nausea Vomiting Diarrhea Rash Increased white blood cell count Increased transaminase level in blood Upper respiratory tract infection Constipation Abdominal discomfort Abdominal distension Heartburn Loss of appetite Esophageal bleeding Nasal inflammation
1258,Erophylline 100mg Capsule,Asthma,Vomiting Abdominal pain Drowsiness Heartburn Increased white blood cell count Loss of appetite Rash Itching Constipation Diarrhea Abdominal discomfort Abdominal distension Esophageal bleeding Red spots or bumps Breathing problems High white blood cell count Nasal inflammation
1259,Flohale 0.5mg Respules 2ml,Treatment and prevention of Asthma,Upper respiratory tract infection Sinus infection Throat irritation Bronchitis inflammation of the airways Voice change
1260,Flohale 2mg Respules 2ml,Treatment and prevention of Asthma,Upper respiratory tract infection Sinus infection Throat irritation Bronchitis inflammation of the airways Voice change
1261,Ketasma Tablet,Prevention of Asthma,Irritation Agitation Insomnia difficulty in sleeping Nervousness Sedation Conjunctival inflammation
1262,Levolin 0.63mg Respules,Asthma,Accidental injury Bronchitis inflammation of the airways Dizziness Pain Pharyngitis Nasal congestion stuffy nose Vomiting Chest pain Palpitations Sore throat Tremors
1263,Levolin 50mcg Inhaler,Asthma,Accidental injury Bronchitis inflammation of the airways Dizziness Pain Pharyngitis Nasal congestion stuffy nose Vomiting Chest pain Palpitations Sore throat Tremors
1264,Levolin 0.31mg Respules,Asthma,Accidental injury Bronchitis inflammation of the airways Dizziness Pain Pharyngitis Nasal congestion stuffy nose Vomiting Chest pain Palpitations Sore throat Tremors
1265,Levolin 100mcg Rotacap,Asthma,Accidental injury Bronchitis inflammation of the airways Dizziness Pain Pharyngitis Nasal congestion stuffy nose Vomiting Chest pain Palpitations Sore throat Tremors
1266,Levolin 1.25mg Respules,Asthma,Accidental injury Bronchitis inflammation of the airways Dizziness Pain Pharyngitis Nasal congestion stuffy nose Vomiting Chest pain Palpitations Sore throat Tremors
1267,Lasma 10 Tablet,Prevention of Asthma,Headache Diarrhea Abdominal pain Fever Upper respiratory tract infection Cough Sore throat Runny nose Sinus inflammation Ear inflammation
1268,Lukotas 10mg Tablet,Prevention of Asthma,Headache Diarrhea Abdominal pain Fever Upper respiratory tract infection Cough Sore throat Runny nose Sinus inflammation Ear inflammation
1269,Montair 10 Tablet,Prevention of Asthma,Headache Diarrhea Abdominal pain Fever Upper respiratory tract infection Cough Sore throat Runny nose Sinus inflammation Ear inflammation
1270,Montek 10 Tablet,Prevention of Asthma,Headache Diarrhea Abdominal pain Fever Upper respiratory tract infection Cough Sore throat Runny nose Sinus inflammation Ear inflammation
1271,Montair Plus Tablet,Asthma,Diarrhea Upper respiratory tract infection Fever Headache Pharyngitis Cough Abdominal pain Otitis media infection of ear Influenza Runny nose Sinus inflammation Tremors Nervousness
1272,Montair 5mg Chewable Tablet Strawberry,Prevention of Asthma,Headache Diarrhea Abdominal pain Fever Upper respiratory tract infection Cough Sore throat Runny nose Sinus inflammation Ear inflammation
1273,Macphylline Capsule,Asthma,Vomiting Abdominal pain Drowsiness Heartburn Increased white blood cell count Loss of appetite Rash Itching Constipation Diarrhea Abdominal discomfort Abdominal distension Esophageal bleeding Red spots or bumps Breathing problems High white blood cell count Nasal inflammation
1274,Montemac 10 Tablet,Prevention of Asthma,Headache Diarrhea Abdominal pain Fever Upper respiratory tract infection Cough Sore throat Runny nose Sinus inflammation Ear inflammation
1275,Montu 10mg Tablet,Prevention of Asthma,Headache Diarrhea Abdominal pain Fever Upper respiratory tract infection Cough Sore throat Runny nose Sinus inflammation Ear inflammation
1276,Montek 5 Chewable Tablet,Prevention of Asthma,Headache Diarrhea Abdominal pain Fever Upper respiratory tract infection Cough Sore throat Runny nose Sinus inflammation Ear inflammation
1277,Macphylline SR 200 Tablet,Asthma,Vomiting Abdominal pain Drowsiness Heartburn Increased white blood cell count Loss of appetite Rash Itching Constipation Diarrhea Abdominal discomfort Abdominal distension Esophageal bleeding Red spots or bumps Breathing problems High white blood cell count Nasal inflammation
1278,Montek Plus Tablet,Asthma,Diarrhea Upper respiratory tract infection Fever Headache Pharyngitis Cough Abdominal pain Otitis media infection of ear Influenza Runny nose Sinus inflammation Tremors Nervousness
1279,Montemac Plus Tablet,Asthma,Diarrhea Upper respiratory tract infection Fever Headache Pharyngitis Cough Abdominal pain Otitis media infection of ear Influenza Runny nose Sinus inflammation Tremors Nervousness
1280,New Theo-Asthalin Syrup,Asthma,Nausea Vomiting Restlessness Tremors Headache Palpitations Muscle cramp Increased heart rate
1281,Oncet 3D Tablet SR,Asthma,Nausea Vomiting Diarrhea Rash Increased white blood cell count Increased transaminase level in blood Upper respiratory tract infection Constipation Abdominal discomfort Abdominal distension Heartburn Loss of appetite Esophageal bleeding Nasal inflammation
1282,Odimont 10 Tablet,Prevention of Asthma,Headache Diarrhea Abdominal pain Fever Upper respiratory tract infection Cough Sore throat Runny nose Sinus inflammation Ear inflammation
1283,Propynate NF Cream,Asthma,Hoarseness of voice Thrush Pharyngitis Abnormal taste Nasopharyngeal irritation Application site irritation Application site burning
1284,Propynate NF Lotion,Asthma,Hoarseness of voice Thrush Pharyngitis Abnormal taste Nasopharyngeal irritation Application site irritation Application site burning
1285,Romilast 10mg Tablet,Prevention of Asthma,Headache Diarrhea Abdominal pain Fever Upper respiratory tract infection Cough Sore throat Runny nose Sinus inflammation Ear inflammation
1286,Rhinase Nasal Drops,Asthma,Nosebleeds Nasal dryness Nasal irritation Dry throat Throat irritation Hoarseness of voice Thrush Pharyngitis Abnormal taste Nasopharyngeal irritation Application site irritation Application site burning
1287,Romilast B 10 Tablet,Asthma,Diarrhea Upper respiratory tract infection Fever Headache Pharyngitis Cough Abdominal pain Otitis media infection of ear Influenza Runny nose Sinus inflammation Tremors Nervousness
1288,Romilast 5mg Tablet MD,Prevention of Asthma,Headache Diarrhea Abdominal pain Fever Upper respiratory tract infection Cough Sore throat Runny nose Sinus inflammation Ear inflammation
1289,Salbair 50mcg Transhaler,Asthma,Accidental injury Bronchitis inflammation of the airways Dizziness Pain Pharyngitis Nasal congestion stuffy nose Vomiting Chest pain Palpitations Sore throat Tremors
1290,Salbetol 4mg Tablet,Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,Tremors Headache Palpitations Increased heart rate Muscle cramp Nervousness
1291,Salbair Neb 0.63 Transpules,Asthma,Accidental injury Bronchitis inflammation of the airways Dizziness Pain Pharyngitis Nasal congestion stuffy nose Vomiting Chest pain Palpitations Sore throat Tremors
1292,Salbetol 2 Tablet,Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,Tremors Headache Palpitations Increased heart rate Muscle cramp Nervousness
1293,Salbair 100mcg Transcaps,Asthma,Accidental injury Bronchitis inflammation of the airways Dizziness Pain Pharyngitis Nasal congestion stuffy nose Vomiting Chest pain Palpitations Sore throat Tremors
1294,Salbair-B Transhaler,Asthma,Hoarseness of voice Headache Dizziness Pharyngitis Vomiting Bronchitis inflammation of the airways Dryness in mouth Cough Application site irritation Nausea Gastrointestinal motility disorder Thrush Throat irritation
