,Medicine Name,Uses,Side_effects
9437,Sibastin Tablet,Allergic conditions,"Sleepiness, Headache, Dryness in mouth"
9438,Sertima 25mg Tablet,Depression,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9438,Sertima 25mg Tablet,Post traumatic stress disorder,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9438,Sertima 25mg Tablet,Obsessive-compulsive disorder,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9438,Sertima 25mg Tablet,Panic disorder,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9438,Sertima 25mg Tablet,Premenstrual dysphoric disorder,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9438,Sertima 25mg Tablet,Anxiety,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9438,Sertima 25mg Tablet,Premenstrual syndrome ,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9439,Salista C Ointment,Eczema,"Skin peeling, Thinning of skin, Application site reactions burning irritation itching and redness"
9439,Salista C Ointment,Psoriasis,"Skin peeling, Thinning of skin, Application site reactions burning irritation itching and redness"
9440,Sunheal Pure Cream,Sunburn,Application site reactions burning irritation itching and redness
9441,Stator 80 Tablet,High cholesterol,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
9441,Stator 80 Tablet,Heart attack,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
9442,S Citadep 5 Tablet,Depression,"Anorgasmia decreased orgasm in women, Decreased libido, Delayed ejaculation, Fatigue, Increased sweating, Insomnia difficulty in sleeping, Nausea, Sleepiness"
9442,S Citadep 5 Tablet,Anxiety disorder,"Anorgasmia decreased orgasm in women, Decreased libido, Delayed ejaculation, Fatigue, Increased sweating, Insomnia difficulty in sleeping, Nausea, Sleepiness"
9442,S Citadep 5 Tablet,Panic disorder,"Anorgasmia decreased orgasm in women, Decreased libido, Delayed ejaculation, Fatigue, Increased sweating, Insomnia difficulty in sleeping, Nausea, Sleepiness"
9443,Steri Mouth Wash,Inflammation of gums,"Staining of teeth, Stinging sensation, Taste change"
9444,Stamlo-T 80 Tablet,Hypertension ,"Sleepiness, Ankle swelling, Headache, Flushing sense of warmth in the face ears neck and trunk, Dizziness, Tiredness, Palpitations, Upset stomach, Increased potassium level in blood"
9445,Sternon-S Ointment,"Eczema, Psoriasis","Burning sensation, Itching, Skin pain, Dry skin"
9446,Sino Nasal Spray,Sneezing and runny nose due to allergies,"Nasal irritation, Headache, Nosebleeds"
9447,Sulpitac 400 Tablet,Schizophrenia,"Nausea, Vomiting, Dryness in mouth, Constipation, Weight gain, Decreased blood pressure, Dystonia involuntary muscle contractions, Akathisia inability to stay still, Parkinsonism, Increased prolactin level in blood"
9448,Spenzo 3 Tablet,"Schizophrenia, Depression, Bipolar disorder","Sleepiness, Orthostatic hypotension sudden lowering of blood pressure on standing, Dryness in mouth, Abnormality of voluntary movements, Weight gain, Increased prolactin level in blood, Urinary retention, Constipation, Muscle stiffness, Tremors"
9449,Sulbacef 1000mg/500mg Injection,Bacterial infections,"Decreased white blood cell count neutrophils, Decreased white blood cell count lymphocytes, Decreased hemoglobin, Decreased hematocrit level, Low blood platelets, Coagulation disorder, Increased white blood cell count eosinophils, Diarrhea, Nausea, Increased alanine aminotransferase, Increased aspartate aminotransferase, Increased alkaline phosphatase level in blood, Vomiting, Increased bilirubin in the blood"
9450,Starvog 0.2 Tablet MD,Type 2 diabetes mellitus,"Skin rash, Flatulence, Abdominal pain, Diarrhea"
9451,Septiace Ointment,Bacterial skin infections,"Dry skin, Application site reactions burning irritation itching and redness"
9452,Sermind 50 Tablet,Depression,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9452,Sermind 50 Tablet,Post traumatic stress disorder,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9452,Sermind 50 Tablet,Obsessive-compulsive disorder,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9452,Sermind 50 Tablet,Panic disorder,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9452,Sermind 50 Tablet,Premenstrual dysphoric disorder,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9452,Sermind 50 Tablet,Anxiety,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9452,Sermind 50 Tablet,Premenstrual syndrome ,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9453,Suncros Soft 2% Cream,Sunburn,Application site reactions burning irritation itching and redness
9454,Shaltop A Solution,Hair loss,"Application site irritation, Itching, Headache"
9455,Spirodin-M Tablet SR,"Treatment and prevention of, Asthma","Nausea, Vomiting, Headache, Abdominal pain, Diarrhea, Upper respiratory tract infection, Rash, Fever, Epigastric pain, Tachycardia, Extrasystoles, Increased respiratory rate, Pharyngitis, Cough, Increased liver enzymes, Otitis media infection of ear, Influenza, Runny nose, Sinus inflammation"
9456,Soltus OD 100 Tablet SR,Schizophrenia,"Nausea, Vomiting, Dryness in mouth, Constipation, Weight gain, Decreased blood pressure, Dystonia involuntary muscle contractions, Akathisia inability to stay still, Parkinsonism, Increased prolactin level in blood"
9457,Sucramal Suspension,Intestinal ulcers,Constipation
9457,Sucramal Suspension,Stomach ulcers,Constipation
9458,Sucralrose Suspension Orange Sugar Free,Acidity,"Constipation, Nausea, Vomiting, Dizziness, Insomnia difficulty in sleeping, Allergic reaction"
9458,Sucralrose Suspension Orange Sugar Free,Heartburn,"Constipation, Nausea, Vomiting, Dizziness, Insomnia difficulty in sleeping, Allergic reaction"
9458,Sucralrose Suspension Orange Sugar Free,Stomach ulcers,"Constipation, Nausea, Vomiting, Dizziness, Insomnia difficulty in sleeping, Allergic reaction"
9459,Sertin 50 Tablet,Depression,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9459,Sertin 50 Tablet,Post traumatic stress disorder,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9459,Sertin 50 Tablet,Obsessive-compulsive disorder,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9459,Sertin 50 Tablet,Panic disorder,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9459,Sertin 50 Tablet,Premenstrual dysphoric disorder,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9459,Sertin 50 Tablet,Anxiety,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9459,Sertin 50 Tablet,Premenstrual syndrome ,"Delayed ejaculation, Erectile dysfunction, Indigestion, Insomnia difficulty in sleeping, Low sexual desire, Nausea, Tremors, Diarrhea, Increased sweating, Loss of appetite, Sleepiness, Taste change"
9460,Synpirox Vaginal Cream,Fungal infections of vagina,Application site itching
9461,Seleno Gel,Mouth ulcers,No common side effects seen
9462,Sonirab 20 Tablet,Gastroesophageal reflux disease ,"Diarrhea, Dizziness, Flatulence, Headache, Nausea, Sore throat, Stomach pain, Vomiting"
9462,Sonirab 20 Tablet,Peptic ulcer disease,"Diarrhea, Dizziness, Flatulence, Headache, Nausea, Sore throat, Stomach pain, Vomiting"
9462,Sonirab 20 Tablet,"Zollinger-, Ellison syndrome","Diarrhea, Dizziness, Flatulence, Headache, Nausea, Sore throat, Stomach pain, Vomiting"
9463,Stancort 40mg Injection,Rheumatoid arthritis,"Infection, Increased risk of infection, Headache, Joint pain, Injection site reactions pain swelling redness"
9463,Stancort 40mg Injection,Osteoarthritis,"Infection, Increased risk of infection, Headache, Joint pain, Injection site reactions pain swelling redness"
9464,Salisia KT Soap,Fungal skin infections,"Skin peeling, Application site reactions burning irritation itching and redness, Nausea, Vomiting, Abdominal pain, Increased liver enzymes, Application site redness, Itching, Diarrhea, Abnormal liver function tests, Adrenal insufficiency, Application site burning"
9465,Solian 200mg Tablet,Schizophrenia,"Nausea, Vomiting, Dryness in mouth, Constipation, Weight gain, Decreased blood pressure, Dystonia involuntary muscle contractions, Akathisia inability to stay still, Parkinsonism, Increased prolactin level in blood"
9466,Scabiped Lotion,Scabies,"Application site reactions burning irritation itching and redness, Dry skin"
9467,Sustameto 50 Tablet ER,Hypertension ,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
9467,Sustameto 50 Tablet ER,Angina ,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
9467,Sustameto 50 Tablet ER,Arrhythmia,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
9467,Sustameto 50 Tablet ER,Heart attack,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
9467,Sustameto 50 Tablet ER,Migraine,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
9468,Sucral Povi Ointment,Wound infection,No common side effects seen
9469,Serocit 46.7% Injection,Respiratory tract disorders associated with viscid mucus,No common side effects seen
9470,Spiromont-A Tablet,"Treatment and prevention of, Chronic obstructive pulmonary disease ","Vomiting, Heartburn, Stomach pain, Rash, Itching, Hives, Drowsiness, Breathing problems, Increased white blood cell count, Nasal inflammation, Flu like symptoms"
9470,Spiromont-A Tablet,Sneezing and runny nose due to allergies,"Vomiting, Heartburn, Stomach pain, Rash, Itching, Hives, Drowsiness, Breathing problems, Increased white blood cell count, Nasal inflammation, Flu like symptoms"
9471,Sonaxa 75 Capsule,Neuropathic pain,"Blurred vision, Difficulty in paying attention, Dizziness, Dryness in mouth, Edema swelling, Sleepiness, Weight gain"
9471,Sonaxa 75 Capsule,"Epilepsy/, Seizures","Blurred vision, Difficulty in paying attention, Dizziness, Dryness in mouth, Edema swelling, Sleepiness, Weight gain"
9471,Sonaxa 75 Capsule,Fibromyalgia,"Blurred vision, Difficulty in paying attention, Dizziness, Dryness in mouth, Edema swelling, Sleepiness, Weight gain"
9472,Strolin P 400 Tablet,Stroke,"Weight gain, Hyperactivity, Stomach pain, Nervousness, Diarrhea, Decreased blood pressure"
9473,Sizodon 3 Tablet,Schizophrenia,"Headache, Insomnia difficulty in sleeping, Parkinsonism, Drowsiness, Sedation"
9473,Sizodon 3 Tablet,Mania,"Headache, Insomnia difficulty in sleeping, Parkinsonism, Drowsiness, Sedation"
9474,Sertaspor Cream,Fungal skin infections,"Application site reactions burning irritation itching and redness, Skin irritation"
9474,Sertaspor Cream,Fungal infections,"Application site reactions burning irritation itching and redness, Skin irritation"
9475,Spiromont-FA Tablet SR,Asthma,"Nausea, Vomiting, Diarrhea, Rash, Increased white blood cell count, Increased transaminase level in blood, Upper respiratory tract infection, Constipation, Abdominal discomfort, Abdominal distension, Heartburn, Loss of appetite, Esophageal bleeding, Nasal inflammation"
9476,Salicure Ointment,Acne,"Itching, Stinging sensation, Skin peeling, Erythema skin redness"
9477,Skizoril 200 Tablet,Schizophrenia,"Dizziness, Fainting, Constipation, Fever, Weight gain, Decreased white blood cell count, Extrapyramidal symptoms, Increased liver enzymes, Drowsiness, Seizure, Increased white blood cell count eosinophils, Anticholinergic effects, Tachycardia, Excessive salivation"
9478,Starcad-T 50 Tablet ER,Hypertension ,"Headache, Weakness, Dizziness, Cold extremities, Slow heart rate, Increased potassium level in blood, Numbness of extremity, Decreased blood pressure"
9479,Starpress-H 50 XL Tablet,Hypertension ,"Fatigue, Nasopharyngitis inflammation of the throat and nasal passages"
9480,Scaboma Soap,Scabies,"Hair loss, Rash, Erythematous rash, Drowsiness, Headache, Dizziness, Convulsion, Itching, Dry skin, Paresthesia tingling or pricking sensation, Numbness, Tremors"
9481,Statix 20 Tablet,High cholesterol,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
9481,Statix 20 Tablet,Heart attack,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
9482,S-Amcard 5 Tablet,Hypertension ,"Ankle swelling, Dizziness, Fatigue, Flushing sense of warmth in the face ears neck and trunk, Headache, Palpitations, Abdominal pain, Muscle cramp, Nausea, Sleepiness, Visual disturbance, Dyspepsia, Breathlessness, Change in bowel habits"
9482,S-Amcard 5 Tablet,Angina ,"Ankle swelling, Dizziness, Fatigue, Flushing sense of warmth in the face ears neck and trunk, Headache, Palpitations, Abdominal pain, Muscle cramp, Nausea, Sleepiness, Visual disturbance, Dyspepsia, Breathlessness, Change in bowel habits"
9482,S-Amcard 5 Tablet,Heart attack,"Ankle swelling, Dizziness, Fatigue, Flushing sense of warmth in the face ears neck and trunk, Headache, Palpitations, Abdominal pain, Muscle cramp, Nausea, Sleepiness, Visual disturbance, Dyspepsia, Breathlessness, Change in bowel habits"
